Time,N2,H2,NH3,Temperature,Pressure
0.0,1.0,3.0,0.0,775.0,200.0
1.0,0.9727030040650066,2.918109012195019,0.0587519906073806,775.0,200.0
2.0,0.9727030040650066,2.918109012195019,0.0471463281661025,775.0,200.0
3.0,0.9727030040650066,2.918109012195019,0.0492278021161307,775.0,200.0
4.0,0.9727030040650066,2.918109012195019,0.0465112919051049,775.0,200.0
5.0,0.9727030040650066,2.918109012195019,0.0472229837581561,775.0,200.0
6.0,0.9727030040650066,2.918109012195019,0.0419237031964968,775.0,200.0
7.0,0.9727030040650066,2.918109012195019,0.0480691661345294,775.0,200.0
8.0,0.9727030040650066,2.918109012195019,0.0496901819092008,775.0,200.0
9.0,0.9727030040650066,2.918109012195019,0.058110404910295,775.0,200.0
10.0,0.9727030040650066,2.918109012195019,0.0520782364073014,775.0,200.0
11.0,0.9727030040650066,2.918109012195019,0.0411767890314195,775.0,200.0
12.0,0.9727030040650066,2.918109012195019,0.0514383674789365,775.0,200.0
13.0,0.9727030040650066,2.918109012195019,0.0349410269805395,775.0,200.0
14.0,0.9727030040650066,2.918109012195019,0.0438577382610098,775.0,200.0
15.0,0.9727030040650066,2.918109012195019,0.0613589452107742,775.0,200.0
16.0,0.9727030040650066,2.918109012195019,0.0585178135272997,775.0,200.0
17.0,0.9727030040650066,2.918109012195019,0.0680833021283712,775.0,200.0
18.0,0.9727030040650066,2.918109012195019,0.0440094032843231,775.0,200.0
19.0,0.9727030040650066,2.918109012195019,0.0560274721856278,775.0,200.0
20.0,0.9727030040650066,2.918109012195019,0.048474523689205,775.0,200.0
21.0,0.9727030040650066,2.918109012195019,0.0546595074680812,775.0,200.0
22.0,0.9727030040650066,2.918109012195019,0.0836243410380924,775.0,200.0
23.0,0.9727030040650066,2.918109012195019,0.0511298839819354,775.0,200.0
24.0,0.9727030040650066,2.918109012195019,0.0490247933642702,775.0,200.0
25.0,0.9727030040650066,2.918109012195019,0.0584796124874366,775.0,200.0
26.0,0.9727030040650066,2.918109012195019,0.0446481571520205,775.0,200.0
27.0,0.9727030040650066,2.918109012195019,0.0574565548853277,775.0,200.0
28.0,0.9727030040650066,2.918109012195019,0.0500085179097598,775.0,200.0
29.0,0.9727030040650066,2.918109012195019,0.0539907865737967,775.0,200.0
30.0,0.9727030040650066,2.918109012195019,0.0576249296846773,775.0,200.0
31.0,0.9727030040650066,2.918109012195019,0.0579895727053417,775.0,200.0
32.0,0.9727030040650066,2.918109012195019,0.0610052371215904,775.0,200.0
33.0,0.9727030040650066,2.918109012195019,0.0440252292781417,775.0,200.0
34.0,0.9727030040650066,2.918109012195019,0.0612753979861842,775.0,200.0
35.0,0.9727030040650066,2.918109012195019,0.0498753631574193,775.0,200.0
36.0,0.9727030040650066,2.918109012195019,0.0432801620931667,775.0,200.0
37.0,0.9727030040650066,2.918109012195019,0.0684652525418433,775.0,200.0
38.0,0.9727030040650066,2.918109012195019,0.0412289980033015,775.0,200.0
39.0,0.9727030040650066,2.918109012195019,0.0470247497753485,775.0,200.0
40.0,0.9727030040650066,2.918109012195019,0.0617560469382231,775.0,200.0
41.0,0.9727030040650066,2.918109012195019,0.0427622064697058,775.0,200.0
42.0,0.9727030040650066,2.918109012195019,0.0668826326084041,775.0,200.0
43.0,0.9727030040650066,2.918109012195019,0.0516771783086722,775.0,200.0
44.0,0.9727030040650066,2.918109012195019,0.0391338424819196,775.0,200.0
45.0,0.9727030040650066,2.918109012195019,0.0630300956686016,775.0,200.0
46.0,0.9727030040650066,2.918109012195019,0.0686934578265512,775.0,200.0
47.0,0.9727030040650066,2.918109012195019,0.0684678514827825,775.0,200.0
48.0,0.9727030040650066,2.918109012195019,0.0553268492204592,775.0,200.0
49.0,0.9727030040650066,2.918109012195019,0.0429572862738798,775.0,200.0
50.0,0.9727030040650066,2.918109012195019,0.0728613490039843,775.0,200.0
51.0,0.9727030040650066,2.918109012195019,0.059855626661754,775.0,200.0
52.0,0.9727030040650066,2.918109012195019,0.0626639604358728,775.0,200.0
53.0,0.9727030040650066,2.918109012195019,0.0450062459395825,775.0,200.0
54.0,0.9727030040650066,2.918109012195019,0.0525723075427616,775.0,200.0
55.0,0.9727030040650066,2.918109012195019,0.0493200969079323,775.0,200.0
56.0,0.9727030040650066,2.918109012195019,0.0577885705300962,775.0,200.0
57.0,0.9727030040650066,2.918109012195019,0.0574476405631435,775.0,200.0
58.0,0.9727030040650066,2.918109012195019,0.0558073450502557,775.0,200.0
59.0,0.9727030040650066,2.918109012195019,0.0534984594265125,775.0,200.0
60.0,0.9727030040650066,2.918109012195019,0.044862702446244,775.0,200.0
61.0,0.9727030040650066,2.918109012195019,0.0668697666624471,775.0,200.0
62.0,0.9727030040650066,2.918109012195019,0.0402462254283936,775.0,200.0
63.0,0.9727030040650066,2.918109012195019,0.0543223676687637,775.0,200.0
64.0,0.9727030040650066,2.918109012195019,0.0602166560110371,775.0,200.0
65.0,0.9727030040650066,2.918109012195019,0.0630375241961554,775.0,200.0
66.0,0.9727030040650066,2.918109012195019,0.0450379988354451,775.0,200.0
67.0,0.9727030040650066,2.918109012195019,0.0529062142276676,775.0,200.0
68.0,0.9727030040650066,2.918109012195019,0.0519615503969715,775.0,200.0
69.0,0.9727030040650066,2.918109012195019,0.0598298039273392,775.0,200.0
70.0,0.9727030040650066,2.918109012195019,0.0557212226099091,775.0,200.0
71.0,0.9727030040650066,2.918109012195019,0.0547334479153923,775.0,200.0
72.0,0.9727030040650066,2.918109012195019,0.0438143339801763,775.0,200.0
73.0,0.9727030040650066,2.918109012195019,0.0592400759619517,775.0,200.0
74.0,0.9727030040650066,2.918109012195019,0.0539658899085785,775.0,200.0
75.0,0.9727030040650066,2.918109012195019,0.0616426071336581,775.0,200.0
76.0,0.9727030040650066,2.918109012195019,0.0535451258989028,775.0,200.0
77.0,0.9727030040650066,2.918109012195019,0.0502279211916709,775.0,200.0
78.0,0.9727030040650066,2.918109012195019,0.0746647690696908,775.0,200.0
79.0,0.9727030040650066,2.918109012195019,0.0612310525761559,775.0,200.0
80.0,0.9727030040650066,2.918109012195019,0.0506156184670227,775.0,200.0
81.0,0.9727030040650066,2.918109012195019,0.0632788894799059,775.0,200.0
