Time,N2,H2,NH3,Temperature,Pressure
82.0,0.9727030040650066,2.918109012195019,0.0464227943833464,775.0,200.0
83.0,0.9727030040650066,2.918109012195019,0.0553196563468474,775.0,200.0
84.0,0.9727030040650066,2.918109012195019,0.0644603267295037,775.0,200.0
85.0,0.9727030040650066,2.918109012195019,0.0662152998504281,775.0,200.0
86.0,0.9727030040650066,2.918109012195019,0.0610502221135999,775.0,200.0
87.0,0.9727030040650066,2.918109012195019,0.0472656053702452,775.0,200.0
88.0,0.9727030040650066,2.918109012195019,0.0545394815293446,775.0,200.0
89.0,0.9727030040650066,2.918109012195019,0.0656933536417552,775.0,200.0
90.0,0.9727030040650066,2.918109012195019,0.0511356311627846,775.0,200.0
91.0,0.9727030040650066,2.918109012195019,0.0599254758759836,775.0,200.0
92.0,0.9727030040650066,2.918109012195019,0.0576627029357295,775.0,200.0
93.0,0.9727030040650066,2.918109012195019,0.0644898908309841,775.0,200.0
94.0,0.9727030040650066,2.918109012195019,0.0624179218724082,775.0,200.0
95.0,0.9727030040650066,2.918109012195019,0.0509186035245049,775.0,200.0
96.0,0.9727030040650066,2.918109012195019,0.0459117644847501,775.0,200.0
97.0,0.9727030040650066,2.918109012195019,0.0449875579227357,775.0,200.0
98.0,0.9727030040650066,2.918109012195019,0.0611335800953145,775.0,200.0
99.0,0.9727030040650066,2.918109012195019,0.0450749930016755,775.0,200.0
100.0,0.9727030040650066,2.918109012195019,0.0493631246517406,775.0,200.0
